Order_ID,Restaurant,User_Type,Time,Items_List,Items
10580,Dominos,diet,afternoon,"['Pepperoni Pizza', 'Potato Wedges']","Pepperoni Pizza, Potato Wedges"
10581,SpaghettiFactory,student,night,"['Spaghetti Bolognese', 'Garlic Bread']","Spaghetti Bolognese, Garlic Bread"
10582,CookDoor,diet,night,['Shawarma'],Shawarma
10583,Zooba,family,afternoon,"['Falafel Sandwich', 'Fries', 'Fries', 'Tamarind Juice']","Falafel Sandwich, Fries, Fries, Tamarind Juice"
10584,Bazooka,student,afternoon,"['Beef Burger', 'Fries', 'Juice']","Beef Burger, Fries, Juice"
10585,CookDoor,student,night,"['Shawarma', 'Fries', 'Juice']","Shawarma, Fries, Juice"
10586,CookDoor,diet,morning,"['Shawarma', 'Fries']","Shawarma, Fries"
10587,Zooba,diet,morning,"['Koshary', 'Fries']","Koshary, Fries"
10588,KFC,diet,afternoon,['Zinger'],Zinger
10589,Dominos,family,afternoon,"['Pepperoni Pizza', 'Potato Wedges', 'Potato Wedges', 'Coke']","Pepperoni Pizza, Potato Wedges, Potato Wedges, Coke"
10590,KFC,diet,afternoon,['Chicken Bucket'],Chicken Bucket
10591,SpaghettiFactory,student,night,"['Spaghetti Bolognese', 'Garlic Bread', 'Soda']","Spaghetti Bolognese, Garlic Bread, Soda"
10592,PizzaHut,diet,afternoon,"['Pepperoni Pizza', 'Coleslaw']","Pepperoni Pizza, Coleslaw"
10593,McDonalds,family,night,"['McChicken', 'Fries', 'Coke']","McChicken, Fries, Coke"
10594,KFC,family,morning,"['Zinger', 'Fries', 'Fries', 'Pepsi']","Zinger, Fries, Fries, Pepsi"
10595,TacoBell,student,night,"['Taco', 'Pepsi']","Taco, Pepsi"
10596,Bazooka,student,afternoon,"['Crispy Sandwich', 'Fries', 'Juice']","Crispy Sandwich, Fries, Juice"
10597,McDonalds,family,morning,"['Quarter Pounder', 'Fries', 'Fries']","Quarter Pounder, Fries, Fries"
10598,TacoBell,family,afternoon,"['Taco', 'Fries', 'Fries', 'Pepsi']","Taco, Fries, Fries, Pepsi"
10599,McDonalds,student,night,"['Big Mac', 'Fries', 'Coke', 'Cheesy Bread', 'Fanta', 'Chicken Sandwich', 'BBQ Chicken Pizza', 'Wings', 'McChicken', 'Chicken Fillet', 'Hibiscus', 'Nuggets', 'Mountain Dew', 'Mozzarella Sticks', 'Potato Wedges', 'Spaghetti Bolognese', 'Salad', 'Quarter Pounder', 'Alfredo Pasta', 'Spaghetti Bolognese']","Big Mac, Fries, Coke, Cheesy Bread, Fanta, Chicken Sandwich, BBQ Chicken Pizza, Wings, McChicken, Chicken Fillet, Hibiscus, Nuggets, Mountain Dew, Mozzarella Sticks"
10600,Bazooka,family,night,"['Beef Burger', 'Fries', 'Fries', 'Juice']","Beef Burger, Fries, Fries, Juice"
10601,McDonalds,family,morning,"['McChicken', 'Fries', 'Coke']","McChicken, Fries, Coke"
10602,Dominos,diet,night,"['Pepperoni Pizza', 'Coke']","Pepperoni Pizza, Coke"
10603,Bazooka,diet,afternoon,['Beef Burger'],Beef Burger
10604,McDonalds,student,morning,"['Big Mac', 'Coke']","Big Mac, Coke"
10605,Bazooka,student,morning,['Beef Burger'],Beef Burger
10606,Zooba,family,morning,"['Koshary', 'Fries', 'Tamarind Juice']","Koshary, Fries, Tamarind Juice"
10607,PizzaHut,diet,night,"['Pepperoni Pizza', 'Pepsi']","Pepperoni Pizza, Pepsi"
10608,Zooba,student,morning,"['Koshary', 'Fries']","Koshary, Fries"
10609,Dominos,student,afternoon,"['Pepperoni Pizza', 'Potato Wedges', 'Coke']","Pepperoni Pizza, Potato Wedges, Coke"
10610,Hardees,student,night,"['Thickburger', 'Pepsi', 'Cola']","Thickburger, Pepsi, Cola"
10611,Hardees,diet,afternoon,['Thickburger'],Thickburger
10612,Zooba,student,night,"['Koshary', 'Tamarind Juice', 'Tamarind Juice', 'Mirinda', 'Margherita', 'Soda', 'Koshary', 'Chicken Ranch', 'Onion Rings', 'Juice', 'Shawarma', 'Cola', 'Thickburger', 'Pickles', 'Hibiscus', 'Salad', 'Chicken Bucket']","Koshary, Tamarind Juice, Tamarind Juice, Mirinda, Margherita, Soda, Koshary, Chicken Ranch, Onion Rings, Juice, Shawarma"
10613,TacoBell,diet,night,['Taco'],Taco
10614,PizzaHut,student,night,"['Pepperoni Pizza', 'Wings', 'Pepsi', 'Pepsi', 'Potato Wedges', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mountain Dew', 'Pepsi', 'Pepsi', 'Pepsi', 'Chicken Bucket', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Zinger', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Beef Burger', 'Pepsi', 'Pepsi', 'McChicken', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pickles', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mirinda', 'Pepsi', 'Pepsi', 'Sprite', 'Potato Wedges', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Cheesy Bread', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mirinda', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepperoni Pizza', 'Koshary', 'Pepsi', 'Onion Rings', 'Pepsi', 'Quarter Pounder', 'Pepsi', 'Pepsi', 'Pepsi', 'Coleslaw', 'Pepsi', 'Coleslaw', 'Pepsi', 'Tamarind Juice', 'Pepsi']","Pepperoni Pizza, Wings, Pepsi, Pepsi, Potato Wedges, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Mountain Dew, Pepsi, Pepsi, Pepsi, Chicken Bucket, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Zinger, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Beef Burger, Pepsi, Pepsi, McChicken, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi"
10615,SpaghettiFactory,student,afternoon,"['Spaghetti Bolognese', 'Garlic Bread', 'Juice']","Spaghetti Bolognese, Garlic Bread, Juice"
10616,KFC,student,night,"['Zinger', 'Fries', 'Pepsi']","Zinger, Fries, Pepsi"
10617,Dominos,diet,morning,['Pepperoni Pizza'],Pepperoni Pizza
10618,Hardees,diet,afternoon,['Thickburger'],Thickburger
10619,Dominos,student,afternoon,"['Pepperoni Pizza', 'Potato Wedges', 'Coke', 'Taco']","Pepperoni Pizza, Potato Wedges, Coke, Taco"
10620,McDonalds,student,morning,"['McChicken', 'Fries', 'Fanta']","McChicken, Fries, Fanta"
10621,Hardees,family,night,"['Chicken Fillet', 'Fries', 'Fries']","Chicken Fillet, Fries, Fries"
10622,Bazooka,student,afternoon,"['Beef Burger', 'Fries', 'Cola']","Beef Burger, Fries, Cola"
10623,KFC,family,night,"['Zinger', 'Fries', 'Pepsi', 'Coleslaw', 'Juice', 'Salad', 'Chicken Bucket', 'Crispy Sandwich', 'Sprite', 'Salad', 'Chicken Sandwich', 'McChicken', 'Coke', 'Onion Rings', 'Juice', 'Cheesy Bread', 'Cheesy Bread', 'BBQ Chicken Pizza', 'Mountain Dew']","Zinger, Fries, Pepsi, Coleslaw, Juice, Salad, Chicken Bucket, Crispy Sandwich, Sprite, Salad, Chicken Sandwich"
10624,KFC,family,afternoon,"['Chicken Bucket', 'Fries', 'Fries', 'Pepsi']","Chicken Bucket, Fries, Fries, Pepsi"
10625,TacoBell,family,morning,"['Taco', 'Fries', 'Fries', 'Pepsi']","Taco, Fries, Fries, Pepsi"
10626,Dominos,diet,afternoon,['Pepperoni Pizza'],Pepperoni Pizza
10627,KFC,family,morning,"['Chicken Bucket', 'Fries', 'Fries']","Chicken Bucket, Fries, Fries"
10628,TacoBell,diet,morning,['Taco'],Taco
10629,TacoBell,student,morning,"['Taco', 'Fries', 'Mountain Dew']","Taco, Fries, Mountain Dew"
10630,TacoBell,diet,afternoon,['Taco'],Taco
10631,Bazooka,student,morning,"['Crispy Sandwich', 'Fries', 'Juice']","Crispy Sandwich, Fries, Juice"
10632,Dominos,family,night,"['Pepperoni Pizza', 'Cheesy Bread', 'Coke']","Pepperoni Pizza, Cheesy Bread, Coke"
10633,PizzaHut,diet,afternoon,['Pepperoni Pizza'],Pepperoni Pizza
10634,SpaghettiFactory,diet,morning,['Spaghetti Bolognese'],Spaghetti Bolognese
10635,Hardees,family,morning,"['Thickburger', 'Fries', 'Pepsi']","Thickburger, Fries, Pepsi"
10636,Bazooka,diet,night,['Crispy Sandwich'],Crispy Sandwich
10637,SpaghettiFactory,student,morning,"['Alfredo Pasta', 'Garlic Bread', 'Juice']","Alfredo Pasta, Garlic Bread, Juice"
10638,PizzaHut,diet,afternoon,['Margherita'],Margherita
10639,Hardees,family,morning,"['Thickburger', 'Fries', 'Pepsi']","Thickburger, Fries, Pepsi"
10640,Bazooka,student,afternoon,"['Beef Burger', 'Juice']","Beef Burger, Juice"
10641,PizzaHut,family,afternoon,"['Pepperoni Pizza', 'Wings', 'Pepsi', 'Pepsi', 'Potato Wedges', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mountain Dew', 'Pepsi', 'Pepsi', 'Pepsi', 'Chicken Bucket', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Zinger', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Beef Burger', 'Pepsi', 'Pepsi', 'McChicken', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pickles', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mirinda', 'Pepsi', 'Pepsi', 'Sprite', 'Potato Wedges', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Cheesy Bread', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mirinda', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepperoni Pizza', 'Koshary', 'Pepsi', 'Onion Rings', 'Pepsi', 'Quarter Pounder', 'Pepsi', 'Pepsi', 'Pepsi', 'Coleslaw', 'Pepsi', 'Coleslaw', 'Pepsi', 'Tamarind Juice', 'Pepsi']","Pepperoni Pizza, Wings, Pepsi, Pepsi, Potato Wedges, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Mountain Dew, Pepsi, Pepsi, Pepsi, Chicken Bucket, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Zinger, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Beef Burger, Pepsi, Pepsi, McChicken, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pickles"
10642,PizzaHut,student,night,"['Pepperoni Pizza', 'Garlic Bread', 'Mirinda']","Pepperoni Pizza, Garlic Bread, Mirinda"
10643,KFC,student,night,"['Zinger', 'Pepsi']","Zinger, Pepsi"
10644,PizzaHut,student,afternoon,"['Pepperoni Pizza', 'Pepsi']","Pepperoni Pizza, Pepsi"
10645,McDonalds,family,night,"['McChicken', 'Fries', 'Sprite']","McChicken, Fries, Sprite"
10646,PizzaHut,family,afternoon,"['Pepperoni Pizza', 'Wings', 'Pepsi', 'Pepsi', 'Potato Wedges', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mountain Dew', 'Pepsi', 'Pepsi', 'Pepsi', 'Chicken Bucket', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Zinger', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Beef Burger', 'Pepsi', 'Pepsi', 'McChicken', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pickles', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mirinda', 'Pepsi', 'Pepsi', 'Sprite', 'Potato Wedges', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Cheesy Bread', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mirinda', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepperoni Pizza', 'Koshary', 'Pepsi', 'Onion Rings', 'Pepsi', 'Quarter Pounder', 'Pepsi', 'Pepsi', 'Pepsi', 'Coleslaw', 'Pepsi', 'Coleslaw', 'Pepsi', 'Tamarind Juice', 'Pepsi']","Pepperoni Pizza, Wings, Pepsi, Pepsi, Potato Wedges, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Mountain Dew, Pepsi, Pepsi, Pepsi, Chicken Bucket, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Zinger, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Beef Burger, Pepsi, Pepsi, McChicken, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pickles"
10647,McDonalds,family,night,"['McChicken', 'Fries', 'Coke', 'Nuggets']","McChicken, Fries, Coke, Nuggets"
10648,McDonalds,student,night,"['McChicken', 'Sprite']","McChicken, Sprite"
10649,KFC,family,afternoon,"['Chicken Bucket', 'Fries', 'Pepsi']","Chicken Bucket, Fries, Pepsi"
10650,PizzaHut,family,morning,"['Pepperoni Pizza', 'Pepsi']","Pepperoni Pizza, Pepsi"
10651,Hardees,family,afternoon,"['Thickburger', 'Pepsi']","Thickburger, Pepsi"
10652,Hardees,diet,afternoon,"['Thickburger', 'Fries']","Thickburger, Fries"
10653,McDonalds,diet,morning,['McChicken'],McChicken
10654,KFC,student,morning,"['Zinger', 'Fries', 'Pepsi', 'Coleslaw', 'Juice', 'Salad', 'Chicken Bucket', 'Crispy Sandwich', 'Sprite', 'Salad', 'Chicken Sandwich', 'McChicken', 'Coke', 'Onion Rings', 'Juice', 'Cheesy Bread', 'Cheesy Bread', 'BBQ Chicken Pizza', 'Mountain Dew']","Zinger, Fries, Pepsi, Coleslaw, Juice, Salad, Chicken Bucket, Crispy Sandwich, Sprite, Salad, Chicken Sandwich"
10655,CookDoor,diet,afternoon,['Shawarma'],Shawarma
10656,Bazooka,family,night,"['Beef Burger', 'Fries', 'Juice']","Beef Burger, Fries, Juice"
10657,PizzaHut,student,morning,"['Chicken Ranch', 'Wings', 'Pepsi']","Chicken Ranch, Wings, Pepsi"
10658,PizzaHut,diet,night,"['Margherita', 'Garlic Bread']","Margherita, Garlic Bread"
10659,Dominos,student,morning,"['Pepperoni Pizza', 'Cheesy Bread', 'Coke']","Pepperoni Pizza, Cheesy Bread, Coke"
10660,KFC,diet,afternoon,['Chicken Bucket'],Chicken Bucket
10661,Zooba,student,morning,['Falafel Sandwich'],Falafel Sandwich
10662,TacoBell,family,afternoon,"['Taco', 'Fries', 'Pepsi']","Taco, Fries, Pepsi"
10663,PizzaHut,student,morning,"['Pepperoni Pizza', 'Garlic Bread']","Pepperoni Pizza, Garlic Bread"
10664,KFC,diet,night,['Zinger'],Zinger
10665,PizzaHut,student,morning,"['Margherita', 'Wings', 'Pepsi']","Margherita, Wings, Pepsi"
10666,McDonalds,diet,morning,['Quarter Pounder'],Quarter Pounder
10667,CookDoor,family,morning,"['Shawarma', 'Fries', 'Juice', 'Thickburger', 'Twister', 'Garlic Bread', 'Beef Burger', 'Spaghetti Bolognese', 'Coke', 'Chicken Ranch', 'Koshary', 'BBQ Chicken Pizza', '7UP', 'Burrito']","Shawarma, Fries, Juice, Thickburger, Twister, Garlic Bread, Beef Burger, Spaghetti Bolognese, Coke"
10668,McDonalds,family,morning,"['McChicken', 'Fries', 'Fries', 'Fanta']","McChicken, Fries, Fries, Fanta"
10669,SpaghettiFactory,diet,morning,['Spaghetti Bolognese'],Spaghetti Bolognese
10670,Zooba,diet,morning,['Koshary'],Koshary
10671,Zooba,family,afternoon,"['Koshary', 'Fries']","Koshary, Fries"
10672,Zooba,diet,morning,['Koshary'],Koshary
10673,Bazooka,student,morning,"['Crispy Sandwich', 'Juice']","Crispy Sandwich, Juice"
10674,Dominos,family,night,"['Pepperoni Pizza', 'Cheesy Bread', 'Potato Wedges', 'Coke', 'Coke']","Pepperoni Pizza, Cheesy Bread, Potato Wedges, Coke, Coke"
10675,SpaghettiFactory,family,morning,"['Spaghetti Bolognese', 'Garlic Bread']","Spaghetti Bolognese, Garlic Bread"
10676,SpaghettiFactory,diet,night,['Alfredo Pasta'],Alfredo Pasta
10677,CookDoor,student,afternoon,"['Shawarma', 'Fries', 'Juice', 'Thickburger', 'Twister', 'Garlic Bread', 'Beef Burger', 'Spaghetti Bolognese', 'Coke', 'Chicken Ranch', 'Koshary', 'BBQ Chicken Pizza', '7UP', 'Burrito']","Shawarma, Fries, Juice, Thickburger, Twister, Garlic Bread, Beef Burger, Spaghetti Bolognese, Coke"
10678,McDonalds,student,afternoon,"['Big Mac', 'Fries', 'Coke', 'Cheesy Bread', 'Fanta', 'Chicken Sandwich', 'BBQ Chicken Pizza', 'Wings', 'McChicken', 'Chicken Fillet', 'Hibiscus', 'Nuggets', 'Mountain Dew', 'Mozzarella Sticks', 'Potato Wedges', 'Spaghetti Bolognese', 'Salad', 'Quarter Pounder', 'Alfredo Pasta', 'Spaghetti Bolognese']","Big Mac, Fries, Coke, Cheesy Bread, Fanta, Chicken Sandwich, BBQ Chicken Pizza, Wings, McChicken, Chicken Fillet, Hibiscus, Nuggets, Mountain Dew, Mozzarella Sticks"
10679,Dominos,student,morning,['BBQ Chicken Pizza'],BBQ Chicken Pizza
10680,McDonalds,family,night,['McChicken'],McChicken
10681,TacoBell,student,night,"['Burrito', 'Fries', 'Pepsi']","Burrito, Fries, Pepsi"
10682,CookDoor,family,morning,"['Shawarma', 'Fries', 'Cola']","Shawarma, Fries, Cola"
10683,Zooba,student,morning,"['Koshary', 'Fries', 'Tamarind Juice']","Koshary, Fries, Tamarind Juice"
10684,KFC,diet,afternoon,['Zinger'],Zinger
10685,SpaghettiFactory,family,morning,"['Spaghetti Bolognese', 'Garlic Bread', 'Garlic Bread', 'Juice']","Spaghetti Bolognese, Garlic Bread, Garlic Bread, Juice"
10686,Bazooka,diet,morning,['Crispy Sandwich'],Crispy Sandwich
10687,CookDoor,diet,morning,"['Shawarma', 'Fries']","Shawarma, Fries"
10688,Bazooka,student,night,"['Crispy Sandwich', 'Juice']","Crispy Sandwich, Juice"
10689,SpaghettiFactory,student,night,"['Spaghetti Bolognese', 'Soda']","Spaghetti Bolognese, Soda"
10690,PizzaHut,family,night,"['Pepperoni Pizza', 'Wings', 'Pepsi', 'Pepsi', 'Potato Wedges', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mountain Dew', 'Pepsi', 'Pepsi', 'Pepsi', 'Chicken Bucket', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Zinger', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Beef Burger', 'Pepsi', 'Pepsi', 'McChicken', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pickles', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mirinda', 'Pepsi', 'Pepsi', 'Sprite', 'Potato Wedges', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Cheesy Bread', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mirinda', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepperoni Pizza', 'Koshary', 'Pepsi', 'Onion Rings', 'Pepsi', 'Quarter Pounder', 'Pepsi', 'Pepsi', 'Pepsi', 'Coleslaw', 'Pepsi', 'Coleslaw', 'Pepsi', 'Tamarind Juice', 'Pepsi']","Pepperoni Pizza, Wings, Pepsi, Pepsi, Potato Wedges, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Mountain Dew, Pepsi, Pepsi, Pepsi, Chicken Bucket, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Zinger, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Beef Burger, Pepsi, Pepsi, McChicken, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pickles, Pepsi"
10691,SpaghettiFactory,diet,night,['Spaghetti Bolognese'],Spaghetti Bolognese
10692,CookDoor,family,afternoon,"['Shawarma', 'Fries', 'Juice', 'Thickburger', 'Twister', 'Garlic Bread', 'Beef Burger', 'Spaghetti Bolognese', 'Coke', 'Chicken Ranch', 'Koshary', 'BBQ Chicken Pizza', '7UP', 'Burrito']","Shawarma, Fries, Juice, Thickburger, Twister, Garlic Bread, Beef Burger, Spaghetti Bolognese, Coke"
10693,CookDoor,diet,night,['Shawarma'],Shawarma
10694,TacoBell,family,morning,"['Taco', 'Fries', 'Pepsi', 'Salad']","Taco, Fries, Pepsi, Salad"
10695,Dominos,family,night,"['Pepperoni Pizza', 'Potato Wedges', 'Potato Wedges', 'Coke', 'Coke']","Pepperoni Pizza, Potato Wedges, Potato Wedges, Coke, Coke"
10696,Hardees,family,night,"['Thickburger', 'Fries', 'Fries', 'Pepsi']","Thickburger, Fries, Fries, Pepsi"
10697,KFC,family,afternoon,"['Zinger', 'Fries', 'Fries', 'Pepsi']","Zinger, Fries, Fries, Pepsi"
10698,TacoBell,student,night,"['Taco', 'Pepsi']","Taco, Pepsi"
10699,TacoBell,family,afternoon,"['Taco', 'Fries', 'Pepsi']","Taco, Fries, Pepsi"
10700,CookDoor,family,afternoon,"['Shawarma', 'Fries', 'Juice', 'Thickburger', 'Twister', 'Garlic Bread', 'Beef Burger', 'Spaghetti Bolognese', 'Coke', 'Chicken Ranch', 'Koshary', 'BBQ Chicken Pizza', '7UP', 'Burrito']","Shawarma, Fries, Juice, Thickburger, Twister, Garlic Bread, Beef Burger, Spaghetti Bolognese, Coke"
10701,Hardees,diet,morning,"['Chicken Fillet', 'Fries']","Chicken Fillet, Fries"
10702,Bazooka,student,morning,"['Beef Burger', 'Cola']","Beef Burger, Cola"
10703,PizzaHut,student,night,"['Pepperoni Pizza', 'Garlic Bread', 'Pepsi', 'Pepsi']","Pepperoni Pizza, Garlic Bread, Pepsi, Pepsi"
10704,TacoBell,family,night,['Taco'],Taco
10705,SpaghettiFactory,diet,night,"['Spaghetti Bolognese', 'Salad']","Spaghetti Bolognese, Salad"
10706,Zooba,family,night,"['Koshary', 'Fries', 'Fries', 'Hibiscus']","Koshary, Fries, Fries, Hibiscus"
10707,Dominos,student,morning,"['Pepperoni Pizza', 'Potato Wedges', 'Sprite']","Pepperoni Pizza, Potato Wedges, Sprite"
10708,TacoBell,family,night,"['Taco', 'Fries']","Taco, Fries"
10709,TacoBell,student,afternoon,"['Burrito', 'Mountain Dew']","Burrito, Mountain Dew"
10710,SpaghettiFactory,diet,afternoon,"['Alfredo Pasta', '7UP']","Alfredo Pasta, 7UP"
10711,SpaghettiFactory,diet,afternoon,"['Spaghetti Bolognese', 'Salad']","Spaghetti Bolognese, Salad"
10712,Bazooka,diet,night,['Beef Burger'],Beef Burger
10713,McDonalds,diet,night,['Big Mac'],Big Mac
